End Date,End Time,CO, PM10, M_DIR, M_SPED, M_T, NO, NO2, NOXasNO2, O3, PM25, SO2
16/09/2020,23:00:00,0.049395,14.075,53.8,2.5,10.7,0.32612,4.42567,4.92572,62.36563,5.991,1.38741
16/09/2020,24:00:00,0.052139,15.6,59.5,2.7,10.2,0.2609,3.67122,4.07126,63.16391,6.226,1.65168
17/09/2020,1:00:00,0.082331,14.45,17.3,2.2,8.6,0.17398,3.15199,3.41875,62.19932,5.943,1.14505
17/09/2020,2:00:00,0.085075,13.05,25.6,2.1,8,0.17398,2.95088,3.21765,59.60491,5.943,1.05697
17/09/2020,3:00:00,0.079586,14.175,40.9,2.1,8,0.13048,3.11813,3.3182,57.67573,5.849,1.05697
17/09/2020,4:00:00,0.087819,13.075,42.5,1.9,8.3,0.32621,5.73401,6.23419,55.8796,5.613,0.79273
17/09/2020,5:00:00,0.118007,13.55,70.1,1.9,8.5,1.72891,14.99583,17.64678,43.55615,5.637,1.18909
17/09/2020,6:00:00,0.142706,13.925,57.8,1.8,8.4,4.50168,24.46958,31.37206,32.52991,5.731,0.66061
17/09/2020,7:00:00,0.172894,14.075,68.5,2.2,8.6,10.07985,35.67486,51.13042,22.35184,6.014,1.18909
17/09/2020,8:00:00,0.15094,15.275,49.3,2.6,8.5,7.30708,24.34091,35.54494,34.92475,6.156,0.79273
17/09/2020,9:00:00,0.120751,15.975,68.3,1.9,8.9,5.937,18.19645,27.29972,45.40218,6.557,0.79273
17/09/2020,10:00:00,0.085075,16.725,73.1,1.9,9.9,3.06636,10.07937,14.78107,55.08132,7.241,0.85879
17/09/2020,11:00:00,0.085075,22.025,106.1,2.4,12.8,5.67603,15.4795,24.18263,51.18971,10.307,1.71757
17/09/2020,12:00:00,0.060375,23.875,109.6,3,14.9,5.54555,14.62378,23.12684,50.591,11.439,2.37818
17/09/2020,13:00:00,0.071353,24.125,110.2,2.8,16.3,4.33858,12.40211,19.0545,56.42842,10.307,1.98181
17/09/2020,14:00:00,0.118007,23.9,116.4,3.2,17.3,4.14285,13.55691,19.90919,61.71702,10.613,4.62423
17/09/2020,15:00:00,0.148195,23.725,112.2,3.5,17.2,3.39257,12.54546,17.74733,63.46326,9.788,5.21878
17/09/2020,16:00:00,0.14545,22.7,112.7,3.5,16.6,3.81664,15.96756,21.81967,60.86885,9.127,4.49211
17/09/2020,17:00:00,0.134473,21.775,111.8,3.1,15.5,2.67491,17.81874,21.92022,62.06627,8.679,3.50121
17/09/2020,18:00:00,0.123496,19.5,107.6,2.6,13.6,1.07649,16.85088,18.50147,60.27014,7.925,3.10485
17/09/2020,19:00:00,0.12624,18.95,102.3,2.6,12.2,0.58718,17.7017,18.60202,53.93379,7.476,2.44424
17/09/2020,20:00:00,0.17015,20.35,95,2.5,11.2,1.27222,21.57834,23.52904,42.95744,7.901,1.45333
17/09/2020,21:00:00,0.156428,18.8,87.5,2.3,10.1,1.98987,27.01379,30.06489,39.06583,8.278,0.92485
17/09/2020,22:00:00,0.128984,18.5,91.4,2.5,9.8,0.84814,14.68722,15.98768,45.05293,8.137,0.66061
17/09/2020,23:00:00,0.115263,15.7,95.1,2.1,9.6,0.6198,12.67438,13.62473,45.70153,6.981,0.99091
17/09/2020,24:00:00,0.161917,15.825,84.5,1.9,9.8,1.79415,23.29184,26.04283,33.72733,8.09,1.12303
18/09/2020,1:00:00,0.124422,12.95,32.1,2,7.5,1.08765,15.96698,17.63469,36.05565,6.321,0.52843
18/09/2020,2:00:00,0.117102,10.575,50.7,2,7.3,0.65259,9.7277,10.72833,41.64361,4.528,0.79265
18/09/2020,3:00:00,0.109783,9.275,52.5,1.9,7.4,0.5547,10.06219,10.91272,42.40863,4.387,1.05686
18/09/2020,4:00:00,0.090571,8.65,46.4,2.5,7.4,0.45681,8.25101,8.95145,43.75572,4.009,0.92476
18/09/2020,5:00:00,0.104294,9.525,54,2.3,7.4,1.46833,11.9301,14.18151,38.5669,4.198,0.79265
18/09/2020,6:00:00,0.115272,8.375,37,2.4,7.5,4.17659,19.79659,26.20059,32.28045,4.104,0.92476
18/09/2020,7:00:00,0.139974,9.525,44,3,7.3,6.00384,24.23646,33.44221,28.33894,4.363,1.18897
18/09/2020,8:00:00,0.126251,9.475,41,3,7.2,6.0691,20.91789,30.22372,34.27615,3.962,0.99081
18/09/2020,9:00:00,0.082338,10.1,46.8,2.9,7.8,4.50288,14.36795,21.27227,41.36088,3.915,1.05686
18/09/2020,10:00:00,0.082338,10,49.6,2.9,8.9,3.7524,11.94814,17.70174,49.09422,3.939,1.05686
18/09/2020,11:00:00,0.087827,11.1,47.8,3.2,10.4,3.85029,14.06106,19.96475,55.38068,3.774,0.92476
18/09/2020,12:00:00,0.079593,11.55,61.8,3.3,12.4,3.88292,14.06131,20.01504,57.97509,4.151,1.12292
18/09/2020,13:00:00,0.07136,13.725,88.5,4.5,15.9,3.09981,8.82507,13.57804,65.2095,5.142,0.66054
18/09/2020,14:00:00,0.060381,13.05,87.1,4.9,16.2,3.03455,9.88062,14.53353,67.25509,4.67,0.72659
18/09/2020,15:00:00,0.06587,13.2,88.7,4.9,15.9,4.43762,13.41194,20.2162,63.96219,4.363,0.92476
18/09/2020,16:00:00,0.076849,11.6,83.4,4.8,15,3.85029,13.45759,19.36128,64.41122,3.844,1.12292
18/09/2020,17:00:00,0.079593,10.55,76,3.9,13.8,2.02303,10.72755,13.82949,65.05982,3.585,0.99081
18/09/2020,18:00:00,0.10155,11,68.4,3.4,12,1.92515,15.05163,18.00348,61.46756,3.75,0.72659
18/09/2020,19:00:00,0.09606,10.4,68.5,3.9,11.2,1.762,18.57058,21.27227,57.62584,3.632,0.79265
18/09/2020,20:00:00,0.10155,10.6,50.8,3.1,10.5,1.17467,14.19079,15.99192,65.40907,4.363,0.92476
18/09/2020,21:00:00,0.093316,9.8,49.7,3.4,10,0.97889,14.94358,16.44452,62.96434,4.528,0.99081
18/09/2020,22:00:00,0.087827,8.625,46.8,3,9.5,0.881,13.33356,14.6844,66.85595,3.774,0.92476
18/09/2020,23:00:00,0.06587,7.675,47.6,3.6,9.5,0.61996,10.26386,11.21446,69.8495,3.609,0.72659
18/09/2020,24:00:00,0.054892,7,52,3.4,9.8,0.35893,5.33348,5.88382,73.1923,3.231,0.8587
19/09/2020,1:00:00,0.065875,6.625,37.7,3.2,8.8,0.26111,3.75797,4.15833,71.64563,3.09,0.88063
19/09/2020,2:00:00,0.063131,7.325,47.6,3.8,9,0.17407,2.88538,3.15228,68.51903,3.042,0.79257
19/09/2020,3:00:00,0.046662,6.675,53.5,4.1,9.2,0.16319,2.01338,2.26361,69.10111,2.83,0.79257
19/09/2020,4:00:00,0.054897,6.625,47.6,4,9.3,0.16319,1.81217,2.0624,68.95144,2.83,0.66047
19/09/2020,5:00:00,0.049406,7.25,43.8,3.6,9.1,0.13055,2.16403,2.36421,68.80176,3.137,0.52838
19/09/2020,6:00:00,0.071365,7.675,41.2,3.9,9.1,0.48957,4.48078,5.23145,65.05982,3.325,1.05676
19/09/2020,7:00:00,0.076855,8.675,46.4,4.1,9.5,0.65276,6.19234,7.19324,61.66713,3.844,0.79257
19/09/2020,8:00:00,0.076855,8.625,47.4,4.2,11.3,1.46872,6.80242,9.05442,59.47186,3.868,0.85862
19/09/2020,9:00:00,0.065875,9.525,51.7,4.3,12.3,1.56664,5.09291,7.49505,62.91444,3.962,0.52838
19/09/2020,10:00:00,0.085089,9.775,67.7,4.7,13.8,2.05621,6.20343,9.35624,62.5153,4.434,1.18885
19/09/2020,11:00:00,0.076855,11.15,64.9,4.4,14.1,2.05621,5.34829,8.5011,67.05552,4.481,1.05676
19/09/2020,12:00:00,0.063131,11.325,67.1,4.4,14.4,2.05621,5.5998,8.75261,68.60219,4.458,1.05676
19/09/2020,13:00:00,0.071365,11.2,67.7,4.5,14.7,1.9583,5.74993,8.75261,72.74327,4.481,0.99071
19/09/2020,14:00:00,0.074111,10.65,65.9,4.6,14.8,2.08885,5.70066,8.90352,72.59359,4.363,0.92466
19/09/2020,15:00:00,0.076855,10.65,65,3.9,14.8,1.7951,6.10076,8.85322,72.94284,4.34,1.05676
19/09/2020,16:00:00,0.082345,11.725,63.3,3.9,14.5,1.76247,8.0623,10.76471,70.84735,4.67,0.99071
19/09/2020,17:00:00,0.0796,11.075,61.6,4.1,13.9,1.56664,8.06075,10.46289,73.14241,4.764,1.38699
19/09/2020,18:00:00,0.109792,11.525,58.4,3.7,12.3,1.17498,10.72368,12.52529,68.35273,5.472,1.05676
19/09/2020,19:00:00,0.123517,11.45,46.9,3.7,11.5,1.04442,11.779,13.38043,61.91659,5.991,0.92466
19/09/2020,20:00:00,0.104303,10.775,51,3.8,11.1,0.97915,8.55913,10.06047,60.5196,5.472,0.59443
19/09/2020,21:00:00,0.098814,9.05,59.7,4,11.8,0.84859,6.04298,7.34414,60.86885,5.047,0.72652
19/09/2020,22:00:00,0.0796,7.425,57.1,3.8,11.9,0.6854,4.58293,5.63386,62.71487,4.363,1.05676
19/09/2020,23:00:00,0.071365,6.5,55.9,3.7,11.8,0.78332,4.634,5.83507,61.46756,3.585,0.85862
19/09/2020,24:00:00,0.074111,6.05,55.9,4.1,11.7,0.81596,5.5397,6.79082,60.02068,3.302,1.1228
20/09/2020,1:00:00,0.074116,5.75,31.9,2.7,9.8,0.43529,4.09578,4.76322,59.73795,3.113,1.14471
20/09/2020,2:00:00,0.063136,5.4,32.8,3.4,9.7,0.39176,2.82077,3.42147,61.99975,3.042,1.23276
20/09/2020,3:00:00,0.065881,5.775,42.9,3.7,10.1,0.39176,3.27361,3.87431,60.07057,3.113,1.05665
20/09/2020,4:00:00,0.060392,5.8,49.2,3.7,10.4,0.13059,2.21492,2.41515,57.62584,3.137,0.85853
20/09/2020,5:00:00,0.060392,5.45,54.9,3.4,10.6,0.19588,2.61796,2.91831,58.22455,2.948,0.92457
20/09/2020,6:00:00,0.054901,4.65,67.7,3.4,11.2,0.32647,3.77625,4.27683,59.17251,2.429,0.99061
20/09/2020,7:00:00,0.068626,3.975,58.9,3.3,11.2,0.84882,8.00689,9.3084,57.37638,2.123,1.32082
20/09/2020,8:00:00,0.060392,2.95,65,3.1,11.5,0.65294,4.83546,5.83662,59.07272,1.509,0.72645
20/09/2020,9:00:00,0.085097,3.275,65.3,3.4,11.6,2.21999,9.32593,12.72986,52.63659,1.557,0.99061
20/09/2020,10:00:00,0.109803,2.65,70.3,3.4,11.9,2.18734,9.62756,12.98144,48.99444,1.321,1.25477
20/09/2020,11:00:00,0.090586,2.175,66.7,3.5,12.5,3.06881,10.28863,14.99407,48.79487,1.014,1.05665
20/09/2020,12:00:00,0.096077,2.025,66,3.6,12.9,1.99146,6.60708,9.66061,51.18971,0.967,0.99061
20/09/2020,13:00:00,0.087841,2.325,70.7,3.3,12.7,2.51381,8.02004,11.8745,54.33293,1.203,1.05665
20/09/2020,14:00:00,0.090586,4.175,76.8,3.3,13.6,2.7097,8.77632,12.93113,56.02928,2.075,1.25477
20/09/2020,15:00:00,0.085097,5.9,74.9,3,13.3,2.28529,7.56539,11.06945,60.46971,2.524,1.25477
20/09/2020,16:00:00,0.085097,5.2,78.1,2.7,12.9,2.21999,9.07435,12.47829,59.07272,2.5,1.25477
20/09/2020,17:00:00,0.104312,5.525,77,2.6,12.4,1.46911,7.91116,10.16377,59.2224,2.594,1.25477
20/09/2020,18:00:00,0.126273,7.525,73.2,2.6,12,1.17529,12.13536,13.93744,53.08562,3.278,0.85853
20/09/2020,19:00:00,0.120782,8.425,82,2.5,11.8,0.39176,14.1418,14.74249,49.34368,3.986,1.12269
20/09/2020,20:00:00,0.134507,9.75,92.6,2.3,11.6,0.71823,15.90542,17.0067,45.85121,5.024,1.12269
20/09/2020,21:00:00,0.118037,9.475,117.3,2.1,11.6,0.68559,15.50264,16.55385,44.554,5.118,0.79249
20/09/2020,22:00:00,0.076862,14.125,137.9,2,11.3,0.35912,17.26111,17.81175,46.5996,9.882,1.4529
20/09/2020,23:00:00,0.076862,12.225,135.4,1.6,11,0.4897,18.52003,19.2709,48.74497,8.939,1.18873
20/09/2020,24:00:00,0.082352,11.875,136.3,1.5,8.9,0.84882,15.30266,16.60417,51.63874,7.948,1.98122
21/09/2020,1:00:00,0.080529,13.3,300,1.2,7.1,0.26124,8.99417,9.39474,61.46756,9.859,1.49678
21/09/2020,2:00:00,0.237925,20.175,261.1,0.4,6.8,0.26124,10.80602,11.20659,58.20792,15.495,2.28919
21/09/2020,3:00:00,0.200405,19.175,295.1,0.8,5.9,0.2939,11.32634,11.77698,54.48261,14.741,2.1131
21/09/2020,4:00:00,0.172954,20.75,248.1,0.9,6.2,0.8817,22.50401,23.85594,32.92905,16.179,1.51879
21/09/2020,5:00:00,0.23335,20.75,284.1,1.2,6.6,10.18855,35.15972,50.78194,11.27571,16.321,1.32068
21/09/2020,6:00:00,0.241585,23.3,254.7,1,6.6,41.01545,41.34185,104.23132,1.29721,17.665,1.45275
21/09/2020,7:00:00,0.252566,26.25,229.9,1.3,7.1,45.84848,45.00368,115.30369,3.59226,17.429,1.45275
21/09/2020,8:00:00,0.291,34.75,263.3,1.4,7.7,89.14981,57.47473,194.1692,3.49248,19.01,1.98103
21/09/2020,9:00:00,0.329435,59.35,221.7,1.3,8.7,87.35375,60.07766,194.01822,6.58581,21.486,1.71689
21/09/2020,10:00:00,0.156481,20.975,219.8,1.5,10,9.92731,23.12903,38.35068,45.55185,10.495,0.79241
21/09/2020,11:00:00,0.10432,20.175,238.7,1.6,12,5.61677,17.05553,25.66778,59.72132,10.377,0.79241
21/09/2020,12:00:00,0.074122,19.8,272.2,1.6,15.6,4.89834,16.09361,23.60429,64.46111,10.991,0.46224
21/09/2020,13:00:00,0.087849,18.45,281.3,2.6,17.6,4.70241,17.75292,24.96317,72.69337,10.142,0.79241
21/09/2020,14:00:00,0.107066,18.825,273.7,2.9,17.9,5.94332,24.05383,33.1668,73.24219,10.071,0.66034
21/09/2020,15:00:00,0.09883,18.775,277.3,2.9,17.6,4.31054,19.31002,25.91942,76.63488,9.198,1.12258
21/09/2020,16:00:00,0.118048,16.725,277.6,2.7,17,5.02896,24.60024,32.31121,75.58714,8.396,0.66034
21/09/2020,17:00:00,0.14001,16.525,273.9,2.2,15.7,4.14726,30.23012,36.58917,70.29853,8.609,1.05655
21/09/2020,18:00:00,0.170208,18.6,256.9,1.9,13.3,3.52681,36.96931,42.377,57.62584,10.071,1.05655
21/09/2020,19:00:00,0.203152,20.075,229.1,1.8,11.9,2.31855,32.78247,36.33752,53.58455,12.429,0.52827
21/09/2020,20:00:00,0.186679,21.625,222.5,1.7,10.8,1.43685,29.00083,31.20397,59.67143,13.962,0.59431
21/09/2020,21:00:00,0.178444,23.3,205.9,1.7,10,1.60013,22.50968,24.96317,54.93164,16.486,0.26414
21/09/2020,22:00:00,0.172954,23.6,204.4,1.9,9.3,1.50216,20.84805,23.15133,51.93809,16.863,0.99051
21/09/2020,23:00:00,0.148246,20.725,210.4,1.6,8.8,1.33888,19.53821,21.59113,54.43272,14.764,0.85845
21/09/2020,24:00:00,0.137264,21.35,207.4,1.4,8.7,1.43685,22.45807,24.6612,51.63874,14.528,0.59431
22/09/2020,1:00:00,0.074129,22.525,257.9,2,10.2,1.17592,18.80373,20.60678,46.16719,15.59,0.61626
22/09/2020,2:00:00,0.057656,19.5,251.4,2.2,10.3,0.47908,10.74347,11.47804,57.54268,14.104,0.17607
22/09/2020,3:00:00,0.046674,17.025,258.2,1.9,10.9,0.48996,10.47506,11.22633,59.92089,12.594,0.85836
22/09/2020,4:00:00,0.068638,19.075,238,1.8,11,1.17592,21.90818,23.71122,38.26755,13.797,0.59425
22/09/2020,5:00:00,0.093348,20.05,239.5,1.8,11.1,5.09563,27.62778,35.44097,29.73593,14.434,0.92439
22/09/2020,6:00:00,0.164731,19.575,243.7,2.2,11.6,28.41793,47.64668,91.22023,2.19527,14.552,0.99041
22/09/2020,7:00:00,0.216896,24.75,235,2.1,11.9,47.55921,60.83637,133.75947,2.54452,16.25,1.38658
22/09/2020,8:00:00,0.230623,33.975,225.2,2.5,13,59.57966,58.36376,149.71797,6.28646,19.198,1.05644
22/09/2020,9:00:00,0.271807,42.725,208.5,2.8,14.6,72.22074,68.63265,179.36958,9.57936,23.467,1.45261
22/09/2020,10:00:00,0.131785,40.6,221.4,3.1,18,18.48799,45.60497,73.95283,37.02024,23.255,1.05644
22/09/2020,11:00:00,0.131785,35.65,237.9,4.2,19.9,11.10586,39.50565,56.53439,57.27659,20.165,0.92439
22/09/2020,12:00:00,0.093348,32.9,241,4.8,20.4,4.40968,21.37993,28.14134,93.39876,14.599,0.85836
22/09/2020,13:00:00,0.090603,36.175,240.9,5,20.4,2.87446,15.67913,20.08657,100.88264,16.014,0.99041
22/09/2020,14:00:00,0.085111,36.15,245.1,5.1,19.8,2.09052,16.57911,19.78452,97.1407,18.255,0.85836
22/09/2020,15:00:00,0.101585,30.6,238.5,5.2,19.2,2.12318,17.93861,21.19411,91.55274,19.175,0.7263
22/09/2020,16:00:00,0.115312,29.65,231.8,4.3,18,3.42975,23.2852,28.54408,67.80391,17.406,0.52822
22/09/2020,17:00:00,0.131785,24.7,236,4,16.8,3.29909,23.93862,28.99716,66.90584,14.552,0.39617
22/09/2020,18:00:00,0.13453,22.375,237.9,3.9,16.2,1.63322,22.21384,24.71806,71.14671,14.104,0.7263
22/09/2020,19:00:00,0.145512,20.825,239.5,3.6,15.8,1.17592,22.26057,24.06361,67.90369,14.316,0.59425
22/09/2020,20:00:00,0.13453,18.8,240.7,3.2,15.5,1.01259,22.66202,24.21464,64.5609,13.632,0.99041
22/09/2020,21:00:00,0.120803,12,240.4,3.3,15.3,0.84927,18.02924,19.33144,65.75832,8.585,0.66028
22/09/2020,22:00:00,0.118057,10.6,243.4,3.5,15,0.88194,12.89459,14.24687,70.29853,8.231,0.7263
22/09/2020,23:00:00,0.10433,9.975,242.3,4,14.8,0.71861,11.43337,12.53523,70.34843,8.09,0.7263
22/09/2020,24:00:00,0.090603,8.8,245.7,3.3,14.1,0.39197,8.61162,9.21264,71.34628,6.651,0.52822
23/09/2020,1:00:00,0.093356,8.475,214.6,2.8,13.4,0.39208,5.7772,6.37838,73.17567,5.92,0.70423
23/09/2020,2:00:00,0.087865,7.6,227.4,2.9,14.1,0.39208,6.38147,6.98264,69.51688,5.873,0.88028
23/09/2020,3:00:00,0.085118,7.9,225.5,2.5,14,0.3594,5.74337,6.29445,69.60004,5.896,0.85827
23/09/2020,4:00:00,0.076881,7.2,222.7,2.5,13.8,0.42475,7.15385,7.80512,67.40477,5.755,1.12236
23/09/2020,5:00:00,0.087865,8.6,256,1.9,13.6,0.62079,14.10447,15.05633,59.57165,6.509,0.85827
23/09/2020,6:00:00,0.098848,9.35,311.2,2.3,13.2,3.72472,34.77475,40.4859,36.72088,6.038,0.79225
23/09/2020,7:00:00,0.148271,9.175,20.2,2.8,12.4,10.22664,52.55121,68.23184,21.50367,5.802,1.12236
23/09/2020,8:00:00,0.140033,7.125,22.8,2.6,11.8,9.63853,41.26692,56.04579,27.09163,4.41,0.9243
23/09/2020,9:00:00,0.093356,2.65,23.9,2.7,11.7,4.80293,20.73404,28.09843,43.75572,1.038,0.99032
23/09/2020,10:00:00,0.093356,2.575,16.3,2.9,11.7,3.69205,14.27976,19.94082,46.30024,0.943,0.99032
23/09/2020,11:00:00,0.087865,3.175,12.6,3.5,11.5,5.45639,18.67462,27.04096,39.2654,1.509,0.79225
23/09/2020,12:00:00,0.093356,2.6,3.9,4,11,6.79598,18.18163,28.60198,37.41938,1.038,1.32042
23/09/2020,13:00:00,0.087865,1.9,352.3,3.2,11.3,6.37123,19.48752,29.25661,45.20261,0.802,1.12236
23/09/2020,14:00:00,0.101593,2,9.2,2,12.1,6.73063,19.84285,30.16301,47.39788,0.708,0.99032
23/09/2020,15:00:00,0.093356,2.25,37.2,1.1,11.9,9.24645,22.5819,36.75959,45.70153,0.967,0.79225
23/09/2020,16:00:00,0.113491,1.65,63.8,0.5,11.7,3.41283,14.160632,19.393562,48.04648,0.778,1.32042
23/09/2020,17:00:00,0.109831,1.55,13.2,1.8,11.1,5.58708,18.62529,27.19202,52.08777,0.708,1.12236
23/09/2020,18:00:00,0.09061,2,6.3,2.8,10.6,3.72472,21.27945,26.9906,52.13766,0.967,0.85827
23/09/2020,19:00:00,0.093356,3.25,359.4,3.7,10.1,3.16928,21.52684,26.38634,51.18971,1.816,0.52817
23/09/2020,20:00:00,0.098848,3.55,7.1,3.6,9.8,2.64651,20.26383,24.32176,50.09207,2.288,0.66021
23/09/2020,21:00:00,0.085118,2.5,27,2.8,9.6,1.60098,15.37109,17.82588,54.38283,1.627,0.85827
23/09/2020,22:00:00,0.07139,2.45,332.4,2.1,9.4,1.76434,13.00566,15.71095,52.78627,1.226,0.66021
23/09/2020,23:00:00,0.05766,1.875,314.7,2.3,9.4,1.17623,8.7208,10.52432,55.77982,0.92,0.72623
23/09/2020,24:00:00,0.049424,1.8,286.4,2.1,9.3,1.14356,9.87872,11.63214,52.83616,0.896,0.9243
24/09/2020,1:00:00,0.098491,1.575,246.7,1.9,7.8,1.78988,10.30838,13.05281,47.96332,0.849,1.32059
24/09/2020,2:00:00,0.098491,2.65,228.2,1.8,7.2,1.1787,18.34088,20.14819,32.26382,1.321,1.23255
24/09/2020,3:00:00,0.090284,2.825,242.9,1.3,6.1,0.85128,16.31602,17.6213,32.38023,1.509,1.05647
24/09/2020,4:00:00,0.095755,4.4,214.6,1.6,5.2,0.7858,12.29977,13.50464,34.27615,2.594,1.05647
24/09/2020,5:00:00,0.090284,5.7,127.9,1.7,4.8,0.91677,16.16541,17.57109,32.23056,4.175,1.58471
24/09/2020,6:00:00,0.131322,8.6,116.5,1.7,5.3,11.7215,38.20458,56.1773,10.52732,5.613,1.18853
24/09/2020,7:00:00,0.136794,9.875,132.8,1.6,6.4,13.12939,42.67266,62.80411,4.88947,5.967,1.65074
24/09/2020,8:00:00,0.15868,11.85,115.5,1.9,6.6,15.35582,41.46778,65.01305,5.18882,7.618,1.32059
24/09/2020,9:00:00,0.186039,10.25,102.9,2.8,7.1,22.62446,42.92367,77.61403,10.87657,6.368,1.58471
24/09/2020,10:00:00,0.139529,10.775,90,2.7,8,9.2004,32.28061,46.38769,19.15872,7.453,1.58471
24/09/2020,11:00:00,0.123114,12.25,90.5,2.2,10.2,9.23314,23.44486,37.60214,23.34969,9.08,1.05647
24/09/2020,12:00:00,0.123114,10.55,138,2.6,12.7,12.17989,25.95502,44.63058,24.44733,8.609,1.32059
24/09/2020,13:00:00,0.142265,11.625,180.8,3.1,13.1,13.42407,25.05136,45.63464,24.44733,8.585,1.18853
24/09/2020,14:00:00,0.123114,10.325,195,3.4,13.6,10.5428,16.76784,32.93325,33.37808,7.406,1.1225
24/09/2020,15:00:00,0.101227,6.475,205.2,3.2,13.3,6.31913,14.65931,24.34852,40.91185,4.717,0.85839
24/09/2020,16:00:00,0.150473,6.775,201.5,2,12.8,8.77476,23.94689,37.40133,34.82497,4.269,1.25456
24/09/2020,17:00:00,0.169624,7.675,59.9,0.1,11.9,7.10493,25.25217,36.14625,33.22841,4.528,1.1225
24/09/2020,18:00:00,0.117642,4.6,33.3,1.4,9.7,3.24142,17.92252,22.89263,51.13981,2.217,1.45265
24/09/2020,19:00:00,0.071133,1.825,15.5,2.3,8.5,2.3574,14.65931,18.27394,66.45681,1.132,1.18853
24/09/2020,20:00:00,0.068397,2.3,8.3,2.8,7.8,1.73531,12.09895,14.75972,66.5067,1.274,0.85839
24/09/2020,21:00:00,0.060189,1.7,4.6,3.4,7.5,1.11322,9.73941,11.44631,75.08821,0.896,0.59427
24/09/2020,22:00:00,0.09302,2.125,0.8,4.1,7.4,1.60434,14.20748,16.66744,59.97079,1.368,0.92442
24/09/2020,23:00:00,0.098491,4.125,5.3,4.6,7.6,1.14596,9.13697,10.89408,52.03788,2.241,0.99045
24/09/2020,24:00:00,0.073868,3.725,6.3,5.5,8.8,0.62209,5.62275,6.57661,58.32433,2.217,0.72633
25/09/2020,1:00:00,0.117642,3.225,0.8,4.8,7.2,0.52387,4.48481,5.28806,60.66928,2.052,0.96856
25/09/2020,2:00:00,0.106699,4.475,5.5,6.4,7.8,0.17462,1.74038,2.00813,64.46111,2.241,1.32076
25/09/2020,3:00:00,0.101227,5.45,1,6.9,7.9,0.16371,2.20894,2.45995,64.46111,2.594,1.25473
25/09/2020,4:00:00,0.095755,7.8,358.1,6.8,7.4,0.29468,2.86158,3.31341,62.01638,3.09,1.45284
25/09/2020,5:00:00,0.087548,7.075,352.9,6.6,7.1,1.08047,4.51828,6.17498,60.36993,2.995,1.58492
25/09/2020,6:00:00,0.087548,6.875,349.9,6.8,7,2.71756,10.24144,14.4083,57.02713,2.995,1.05661
25/09/2020,7:00:00,0.103963,6.25,348.2,7.4,7.2,5.72978,16.71764,25.50319,50.84046,2.759,1.25473
25/09/2020,8:00:00,0.101227,5.65,349.7,7.5,8.3,6.02446,15.86419,25.10156,48.69508,2.382,1.12265
25/09/2020,9:00:00,0.098491,9.5,348.6,7.6,9.1,5.36963,10.74347,18.97678,53.8839,3.137,0.92454
25/09/2020,10:00:00,0.084812,8.85,349.9,8.2,10.6,5.33689,9.73941,17.92252,56.02928,3.019,1.05661
25/09/2020,11:00:00,0.076604,8.45,348.1,8.1,11.7,4.8785,8.33372,15.81398,57.97509,2.712,1.12265
25/09/2020,12:00:00,0.087548,7.925,352.6,8.8,12.2,5.43511,9.28758,17.6213,58.02498,2.547,1.25473
25/09/2020,13:00:00,0.073868,7.6,349.9,8.9,12.6,5.76253,9.28758,18.12333,58.32433,2.264,1.58492
25/09/2020,14:00:00,0.082076,7.475,348.7,8.5,12.8,6.18817,9.78961,19.278,57.62584,2.123,1.32076
25/09/2020,15:00:00,0.090284,5.95,352.4,8,12.6,5.63156,10.09083,18.72577,55.03143,1.934,0.99057
25/09/2020,16:00:00,0.103963,5.65,347.8,6.3,12.2,5.95898,11.99855,21.13552,53.68433,1.675,1.18869
25/09/2020,17:00:00,0.106699,3.25,342.3,5.6,10.4,5.23866,12.75159,20.78409,48.44562,1.156,1.18869
25/09/2020,18:00:00,0.095755,3.525,337.4,5.7,9.4,4.61657,13.65525,20.73389,48.29594,1.415,0.99057
25/09/2020,19:00:00,0.098491,4.525,333.7,5.5,8.7,3.929,12.75159,18.77597,46.25035,2.005,0.8585
25/09/2020,20:00:00,0.084812,5.575,337.4,5.7,8.2,2.61933,11.39611,15.41236,48.5953,2.5,1.45284
25/09/2020,21:00:00,0.07934,6.6,336.6,6,7.7,2.65207,8.83575,12.9022,52.18756,2.877,1.12265
25/09/2020,22:00:00,0.076604,7.725,336,5.8,7.1,2.78304,9.83981,14.10708,52.68648,3.75,0.79246
25/09/2020,23:00:00,0.051982,8.775,331.3,5.4,6.6,1.27692,4.91991,6.87783,57.62584,3.561,0.99057
25/09/2020,24:00:00,0.049246,8,329.8,5.5,6.3,0.72032,3.91584,5.02031,59.02283,3.302,0.8585
26/09/2020,1:00:00,0.068397,6.95,329.8,5.1,5.2,0.61118,3.48075,4.41788,56.7444,3.019,0.88062
26/09/2020,2:00:00,0.073868,6.525,327.3,4.8,4.9,0.3929,3.54769,4.15013,55.54698,2.783,1.05675
26/09/2020,3:00:00,0.073868,4.775,328,4.6,4.6,0.19645,3.213,3.51422,54.5824,2.311,1.12279
26/09/2020,4:00:00,0.065661,4.325,322.2,4.3,4.3,0.62209,3.66483,4.61869,54.5824,2.005,1.12279
26/09/2020,5:00:00,0.060189,3.675,324.6,3.9,4.1,0.49112,3.71503,4.46808,57.32648,1.675,0.9907
